#Name	ID	GM	Radius(km)	inertia	k2	k2r	td	J2	C21	C22	S21	S22	TidalDelayFactor	Geopotential	Ring	x	y	z	vx	vy	vz	alpha	delta	w	period(h)	xx	xy	xz	zx	zy	zz	wx	wy	wz
Daphnis	635	5.138979999999998E3	3.84	0.36	0	0	0	8.78656126482214E-2	0	4.980237154150191E-3	0	0	1	0	0	9.5735268173855E11	9.82319781297326E11	-5.512355829346603E10	8.66521934101845E3	9.89533878664349E3	-3.042004172598776E3	40.5890 	83.5370 	0.0000 	14.2579 	-2.466919937517956E-1	8.67999956998711E-1	-4.309514298259146E-1	8.54554891777466E-2	4.624471081662646E-1	8.82519139462738E-1	1.046063772993664E-5	5.660848760039149E-5	1.080298536645197E-4
Anthe	649	1.77E2	0.91	0.36	0	0	0	1.007107824923832E-1	0	3.767500185776918E-2	0	0	1	0	0	9.57452456943219E11	9.82560536170272E11	-5.525940812244509E10	-1.749376527736719E4	1.551662289837612E4	-3.447118657189968E3	40.5890 	83.5370 	0.0000 	24.8738 	-6.833739402418598E-1	-6.173054759552193E-1	3.897871305648964E-1	8.5754058572614E-2	4.623376700433115E-1	8.8254751730275E-1	5.777262010121285E-6	3.115766908096855E-5	5.947324157058751E-5
Aegaeon	653	8.45E0	0.33	0.36	0	0	0	2.153164556962025E-1	0	9.74050632911392E-2	0	0	1	0	0	9.57223329227521E11	9.82319388390599E11	-5.511083085682086E10	4.966315832889953E3	-1.318122453476291E3	3.191137060388917E3	40.5890 	83.5370 	0.0000 	19.3945 	5.628061329092419E-1	7.085146617823446E-1	-4.257419767878128E-1	8.54738064434709E-2	4.624137770933468E-1	8.82534830568363E-1	7.694242273451781E-6	4.162376724837059E-5	7.944092681817203E-5
Ariel	701	8.346344431770477E10	578.9	0.36	0.1	0.1	0	1.120024554929519E-3	-3.354680865677855E-9	4.978068578931954E-4	6.238215112819502E-10	-1.23923633808536E-5	1	0	0	2.158083022779025E12	-2.055090312973481E12	-3.565378007298945E10	2.821096624809156E3	4.296585057300181E3	-5.222605601457626E3	257.18960741 	-14.94338547 	156.11921015 	-60.48911344 	-9.15129172541997E-1	2.453456030208244E-1	3.199126953419453E-1	2.125207330512425E-1	9.67876525208215E-1	-1.343501766810694E-1	6.132507791616656E-6	2.792910646813314E-5	-3.876842216237104E-6
Umbriel	702	8.509338094489388E10	584.7	0.36	0.1	0.1	0	6.306123122013949E-4	7.674340218332359E-9	1.898228644592248E-4	-1.924362161215275E-10	-5.149302267773374E-6	1	0	0	2.158007304755501E12	-2.055098600253071E12	-3.58348502000062E10	4.289542322304918E2	5.278908664978682E3	-1.928868046684818E3	257.26613253 	-14.97492423 	108.06523511 	-99.46012586 	-3.566413244224101E-1	2.039149099436358E-1	9.11715786425194E-1	2.121667502323497E-1	9.68068461425795E-1	-1.335242453209839E-1	3.723154303548024E-6	1.698790206814838E-5	-2.343080892882641E-6
Titania	703	2.269437003741248E11	788.9	0.36	0.2	0.2	0	1.267410176607648E-4	2.363001920896805E-8	3.982246398586708E-5	6.570073251430441E-11	-9.13422405256271E-7	1	0	0	2.15784407556258E12	-2.05508994232097E12	-3.602345225650495E10	1.121176299390297E3	5.448222220246616E3	3.77790001421405E2	257.33472428 	-14.83554249 	77.71371704 	-208.94075725 	1.525222066625147E-1	1.040180875884437E-1	9.82810873937219E-1	2.127852314760008E-1	9.67666864874865E-1	-1.354373799545539E-1	1.777354060725598E-6	8.08314071450534E-6	-1.131745458567078E-6
Oberon	704	2.053234302535623E11	761.4	0.36	0.2	0.2	0	6.465252204919927E-5	3.831625755742593E-8	2.015219688642989E-5	-3.375955273180387E-10	-4.805393719917971E-7	1	0	0	2.157346734353181E12	-2.054939482365851E12	-3.571898665929845E10	4.071760019493724E3	5.171030786440416E3	3.004599223421722E3	257.27286552 	-15.13014558 	6.73071638 	-323.11758951 	9.61972579162502E-1	-1.831657402667839E-1	2.026303741593643E-1	2.127514451689381E-1	9.6769598496409E-1	-1.352823094972525E-1	1.149029409991874E-6	5.227068619201822E-6	-7.307629985051083E-7
Miranda	705	4.319516899232100E9	235.8	0.36	0.03	0.03	0	6.424210456469197E-3	2.12422082608613E-7	2.226203550686668E-3	2.909778621528689E-9	-5.231282214611779E-5	1	0	0	2.15780303275893E12	-2.055038914864649E12	-3.567168923564833E10	7.686998111669427E2	5.838335636493238E3	5.261991231869791E3	261.75647785 	-15.96210029 	32.58700402 	-33.92334689 	8.09248386162815E-1	-3.70614979683234E-2	5.862964223506937E-1	1.366188551516848E-1	9.82518355926573E-1	-1.264633096371675E-1	7.028059723269244E-6	5.055653144713736E-5	-6.507178385168633E-6
Cordelia	706	2.22E6	20.1	0.36	0	0	0	7.526494463781594E-2	-2.341311560097079E-9	2.994878930996929E-2	9.11125658631305E-10	-4.829807774993315E-7	1	0	0	2.157955912775723E12	-2.055054133178476E12	-3.559330608145844E10	4.605459888476578E3	3.140198705688772E3	-1.074261808861222E4	257.17489526 	-15.24082234 	127.65397207 	-8.04079874 	-9.76600789112797E-1	2.141462467226301E-1	-1.980615356078717E-2	2.148473149410732E-1	9.67390709750007E-1	-1.341485965338121E-1	4.653237737940302E-5	2.095213090287642E-4	-2.905433170565562E-5
Ophelia	707	2.68E6	21.4	0.36	0	0	0	9.00272506461085E-2	4.814283714502126E-10	2.910916005422882E-2	1.293747398967255E-8	4.110081993839516E-5	1	0	0	2.157892150548713E12	-2.055047249558968E12	-3.564556295047731E10	-5.165013104702577E3	7.14359355912093E3	2.620117265186471E3	257.25420756 	-15.25062014 	130.33140252 	-9.03381712 	2.114157394634205E-1	8.84496242391075E-2	9.73385868542942E-1	2.130073330201433E-1	9.67789626612017E-1	-1.342054943056333E-1	3.767710153626947E-5	1.711818099981637E-4	-2.373831018410749E-5
Bianca	708	4.63E6	25.7	0.36	0	0	0	7.310940693493357E-2	4.477503773121118E-10	3.049290209805055E-2	-1.948234319422191E-10	1.524476462749497E-7	1	0	0	2.157941860942087E12	-2.055057417274201E12	-3.564056903856811E10	-3.118455581934736E3	5.485808029922269E3	-6.12838654061941E3	257.19692217 	-15.29319631 	105.43173054 	-10.42985650 	-5.709785406852193E-1	2.334391776860828E-1	7.870766521745028E-1	2.126829836486114E-1	9.68051336222413E-1	-1.328252946705785E-1	3.54014152302013E-5	1.611319708277678E-4	-2.210848106359011E-5
Cressida	709	1.72E7	39.8	0.36	0	0	0	5.404585516422744E-2	1.827933592135424E-8	1.867536312457663E-2	8.05624780634857E-9	-1.964677035052741E-8	1	0	0	2.157875593943533E12	-2.055043932778177E12	-3.564761969246258E10	-3.403195584825473E3	7.05390889636489E3	4.759257944352543E3	257.27475776 	-15.16107951 	59.15118944 	-11.12568080 	5.143988948007338E-1	6.36832752076179E-3	8.57527388152922E-1	2.127878655147573E-1	9.67751040132911E-1	-1.348304439336502E-1	3.341385837132735E-5	1.519657924365407E-4	-2.117283447298948E-5
Desdemona	710	8.94E6	32	0.36	0	0	0	1.132553630818689E-1	9.14497075176673E-8	4.805140429475106E-2	3.857550928057178E-9	-7.013761417006386E-7	1	0	0	2.157903810763961E12	-2.055051368975467E12	-3.565666016574081E10	-4.74311283756452E3	6.69555597775758E3	2.302657149525995E2	257.46904645 	-15.23650373 	95.11742269 	-11.36762825 	5.431263804525901E-2	1.255917527548671E-1	9.90594189862088E-1	2.106790655793951E-1	9.68284040836352E-1	-1.343143610646992E-1	3.236633134771232E-5	1.487683796968625E-4	-2.06368856417468E-5
Juliet	711	2.80E7	46.8	0.36	0	0	0	1.45534446715711E-1	-4.167788149800592E-7	6.750909385186903E-2	-2.08095404608587E-10	-1.096867275533989E-6	1	0	0	2.157874010054459E12	-2.055028859949549E12	-3.554149398249303E10	1.25085939827912E4	3.612364481264527E3	5.172687684029421E3	257.26842608 	-15.13673790 	302.54614203 	-11.83358172 	5.171197948050754E-1	-2.276931434388904E-1	-8.2507148190425E-1	2.123366798038426E-1	9.67959639284583E-1	-1.340420498423694E-1	3.130160987731674E-5	1.426915782586523E-4	-1.975949766782132E-5
Portia	712	8.43E7	67.6	0.36	0	0	0	4.864998638267611E-2	5.157508319544641E-12	1.920374283257466E-2	1.326736440093388E-11	1.827783029307918E-7	1	0	0	2.157850800730627E12	-2.055035793957955E12	-3.562798564073935E10	2.186688753424148E2	6.699402050416471E3	7.9415829259314E3	257.22207930 	-15.16076588 	25.01046207 	-12.31669949 	8.55515071028774E-1	-1.171011842828281E-1	5.04362246686043E-1	2.121070165065207E-1	9.67867619216025E-1	-1.350662253185748E-1	3.006291378168005E-5	1.37180232693122E-4	-1.914365036741758E-5
Rosalind	713	1.27E7	36	0.36	0	0	0	1.472735852902754E-1	-2.500088405208397E-9	4.991588049384951E-2	2.577962837472598E-10	-5.586804862193993E-7	1	0	0	2.157853706899049E12	-2.055026070432452E12	-3.555326039605305E10	1.016145076946937E4	4.405818624288823E3	7.200370803013664E3	257.19836747 	-15.43842368 	314.86920482 	-13.40302621 	7.669801059694572E-1	-2.496101764556061E-1	-5.911313533021923E-1	2.121120978847341E-1	9.68074571495341E-1	-1.335667696511724E-1	2.762191670553352E-5	1.260655276720574E-4	-1.739338170774845E-5
Belinda	714	1.79E7	40.3	0.36	0	0	0	1.39853290320407E-1	3.03635278850582E-9	6.675679998019874E-2	-2.499389699067109E-11	3.709331160679033E-8	1	0	0	2.157856765130655E12	-2.055025165765081E12	-3.554197802074489E10	1.087454077946854E4	4.106523865097486E3	6.12094343167408E3	257.28063505 	-15.18614001 	297.45021168 	-14.96459407 	6.716603703286358E-1	-2.439241470569019E-1	-6.995522549549557E-1	2.118082369192002E-1	9.68055696877195E-1	-1.341843452746551E-1	2.470449779114953E-5	1.1291082933756E-4	-1.565092018190093E-5
Puck	715	1.45E8	81	0.36	0	0	0	1.650076199197916E-2	2.605759718747724E-10	5.628966360901147E-3	-3.540857388303779E-11	-6.733878615093529E-10	1	0	0	2.157917856983167E12	-2.05505713129768E12	-3.56788815918823E10	-3.306888318427751E3	6.213467374020339E3	-1.293952498374688E3	257.09193995 	-15.41267750 	91.18052908 	-18.28398035 	-1.222061449814039E-1	1.58143017941133E-1	9.79824700650712E-1	2.149438236166064E-1	9.68012140852965E-1	-1.294281571001183E-1	2.051954595526809E-5	9.24096262412007E-5	-1.23556333742087E-5
Caliban	716	1.31E7	36.4	0.36	0	0	0	0.09821	0	0.02976	0	0	1	0	0	2.151450886940568E12	-2.05359648379066E12	-3.484287514960631E10	4.84032548784743E3	5.331291205775821E3	5.742475602437326E2	268.06 	64.50 	0.00 	9.94800 									
Sycorax	717	2.19E8	93	0.36	0	0	0	0.20271	0	0.06143	0	0	1	0	0	2.170806772900016E12	-2.048316916362886E12	-4.119833985918441E10	4.612799964219167E3	4.101013448512639E3	-9.24268307621015E1	268.06 	64.50 	0.00 	6.91620 									
Perdita	725	9.22E5	15	0.36	0	0	0	1.241064940249021E-1	-2.818953165370313E-9	5.33235069796082E-2	2.039429331325674E-9	-1.707790110949638E-6	1	0	0	2.15791701022864E12	-2.055055957306478E12	-3.566925397181872E10	-3.808909002979135E3	6.275871309252949E3	-1.402383469324796E3	257.3110 	-15.1750 	0.0000 	15.3125 	-1.329058733318762E-1	1.641472869303817E-1	9.77441403372748E-1	2.117002009929238E-1	9.6813273623324E-1	-1.33798467603691E-1	2.435128575925965E-5	1.113619677009517E-4	-1.539051314628449E-5
Mab	726	4.72E5	12	0.36	0	0	0	5.736070189208587E-2	-1.948662886745569E-9	1.521627680601745E-2	-8.93629004661069E-10	9.38023963424173E-8	1	0	0	2.157946871795493E12	-2.055064119858838E12	-3.568194238271119E10	-2.186204140352648E3	5.655740177705138E3	-3.380465645834595E3	257.3110 	-15.1750 	0.0000 	22.1510 	-4.027881606361576E-1	2.099640909271666E-1	8.90885390032001E-1	2.121271285459295E-1	9.68246654730729E-1	-1.322894437875219E-1	1.680559002105249E-5	7.670838468855655E-5	-1.048054109946654E-5
Cupid	727	2.00E5	9	0.36	0	0	0	1.29695703149449E-1	-1.552394722898802E-7	5.027265067202978E-2	-1.307752537332061E-8	-7.82427425438976E-6	1	0	0	2.157859049505391E12	-2.055040626605162E12	-3.565115922537382E10	-1.827107627496719E3	6.800637574632728E3	5.541606058457118E3	257.3110 	-15.1750 	0.0000 	14.7078 	6.650981140744197E-1	-4.451037379078474E-2	7.454282831229677E-1	2.128923571192603E-1	9.68098552278948E-1	-1.321440023444549E-1	2.52101006415012E-5	1.14689957922202E-4	-1.564606709553172E-5
Triton	801	1.428495462910464E12	1353.4	0.36	0.3	0.3	0	3.027090552958389E-4	-3.252751688568576E-7	1.154466412760901E-4	1.573007135130868E-8	-1.107298233240428E-5	1	0	0	2.513773077809341E12	-3.739008724107284E12	1.932413684902924E10	7.46503852025934E3	6.151749313138511E3	7.216102308772489E2	298.45098341 	20.30236126 	297.01780353 	-141.04374968 	5.447140881153539E-1	-3.804647257614524E-1	-7.473507574492192E-1	-4.476476137710439E-1	6.216720974271034E-1	-6.427561101737397E-1	-5.539049105325957E-6	7.692749244402189E-6	-7.953959400629625E-6
Nereid	802	1.42E9	170	0.36	0.02	0.02	0	0.06795	0	0.02041	0	0	1	0	0	2.514874118223937E12	-3.729815022974184E12	1.974293563292916E10	4.028794920088401E3	2.935046402316314E3	-2.006429034235333E2	268.06 	64.50 	0.00 	11.59400 									
Naiad	803	8.530281246540886E6	33	0.36	0	0	0	1.288914745259652E-1	2.102282112546067E-7	4.886695892240062E-2	2.69771710346014E-10	-5.493976085717613E-7	1	0	0	2.513941683230495E12	-3.739115853336143E12	1.908881449742026E10	-1.222004676415552E3	-7.31188275253646E3	-1.535752542311388E3	302.91781370 	39.03900278 	251.74380199 	7.06490984 	7.689601143061655E-1	-3.517608609381455E-1	-5.338207932614678E-1	4.243943807607245E-1	-3.436036189034991E-1	8.3775053724551E-1	1.049589683682279E-4	-8.49808253058477E-5	2.072092939559776E-4
Thalassa	804	2.358873197992170E7	41	0.36	0	0	0	1.804281534873734E-1	-1.943490330698052E-7	9.23461959359149E-3	-6.683697912652395E-8	3.939077782115836E-9	1	0	0	2.514011580845548E12	-3.739162156669447E12	1.9039229486136E10	1.223391226164761E4	1.181030267705478E4	-2.486418376615274E2	299.51562157 	43.10002047 	101.95458723 	7.47565384 	-6.556656735755244E-1	5.858091524521086E-1	4.763718730131928E-1	3.60463597345674E-1	-3.115187229205278E-1	8.79216742480818E-1	8.41511334337544E-5	-7.271907472491696E-5	2.052445491195956E-4
Despina	805	1.167318403814998E8	7.529999999999999E1	0.36	0	0	0	8.22615907287435E-2	-1.755799047076723E-8	2.004257950182765E-2	-5.337553588499683E-9	-2.17131115337881E-6	1	0	0	2.51393940528734E12	-3.739108428853163E12	1.90879066098449E10	-1.873707506858325E3	-6.387638477581239E3	-9.4046535389374E2	299.34272463 	42.87070878 	306.52239228 	8.03171432 	7.484811090169082E-1	-4.651796716552673E-1	-4.726350627318253E-1	3.598804441195629E-1	-3.137068703246584E-1	8.78677452454207E-1	7.825506826501436E-5	-6.821360489151775E-5	1.910652636752281E-4
Galatea	806	1.898985039060690E8	88	0.36	0	0	0	9.54230880951321E-2	5.56045951540538E-12	1.088914853032108E-2	4.730067620057852E-11	-4.241112119987354E-8	1	0	0	2.513963833139801E12	-3.739078403157962E12	1.90886347793028E10	-5.001448811235287E3	-7.195921324375043E2	2.354067338606495E3	299.26602712 	42.90767957 	258.15637317 	10.28988028 	2.407346967766891E-1	-8.7858110142258E-1	-4.124827923573569E-1	3.591638966763245E-1	-3.141748431467887E-1	8.78803426972137E-1	6.091145671646427E-5	-5.32815217380656E-5	1.490381175194643E-4
Larissa	807	2.548437405693583E8	97	0.36	0	0	0	7.379819760675778E-2	-5.014533531230319E-10	5.843055972967579E-3	2.019999997001763E-10	-6.242997232788227E-8	1	0	0	2.514042086285367E12	-3.739097558313738E12	1.905006057468914E10	9.68903021034232E2	1.09462293257711E4	4.115548507407285E3	299.17748673 	42.73725262 	179.53796284 	13.31167114 	-8.60171706470895E-1	-4.782714735255991E-1	1.770904655779113E-1	3.575686981614006E-1	-3.179539819215933E-1	8.78094466145508E-1	4.690358882789628E-5	-4.17072038683297E-5	1.15182092031157E-4
Proteus	808	2.583422379120727E9	210	0.36	0.03	0.03	0	1.443097556527559E-2	-2.651906756432481E-9	1.298356570358037E-3	3.837709838602006E-10	-2.220581562749105E-7	1	0	0	2.514024817707084E12	-3.739226827210268E12	1.900936411564305E10	1.092252831105408E4	6.934405923374365E3	-1.405624801457435E3	299.21337710 	42.43213985 	93.42229706 	26.93557617 	-3.922380353297278E-1	7.984877913746887E-1	4.566908918144165E-1	3.617704315674029E-1	-3.225612436410244E-1	8.74686457505941E-1	2.344175341850809E-5	-2.090095125910087E-5	5.667714585461436E-5
Halimede	809	8.13E6	31	0.36	0	0	0	0.09674	0	0.02905	0	0	1	0	0	2.497701687710311E12	-3.750255877939774E12	2.173193251074196E10	4.49184572440082E3	3.310196494129525E3	2.963708062600803E2	268.06 	64.50 	0.00 	10.00 									
Psamathe	810	2.18E6	20	0.36	0	0	0	0.09688	0	0.02909	0	0	1	0	0	2.562058176384737E12	-3.74462766830233E12	-2.094096591913566E10	4.568678327649613E3	2.859295569372231E3	-1.986865434865788E1	268.06 	64.50 	0.00 	10.00 									
Sao	811	2.91E6	22	0.36	0	0	0	0.09660	0	0.02901	0	0	1	0	0	2.505328688021581E12	-3.731085902251817E12	3.419049170394029E10	4.116174951782611E3	2.5479929251904E3	-6.533461737200746E1	268.06 	64.50 	0.00 	10.00 									
Laomedeia	812	2.53E6	21	0.36	0	0	0	0.09664	0	0.02902	0	0	1	0	0	2.541028831271863E12	-3.739454615074423E12	2.249643388829795E9	4.58953080707599E3	3.406115195420447E3	-7.778431559377474E1	268.06 	64.50 	0.00 	10.00 									
Neso	813	7.37E6	30	0.36	0	0	0	0.09672	0	0.02904	0	0	1	0	0	2.469021152945105E12	-3.694892409236663E12	-2.956086260191535E10	4.652584095327464E3	3.145286508373073E3	-1.416795525807106E2	268.06 	64.50 	0.00 	10.00 									
Hippocamp	814	1.44E6	17.4	0.36	0	0	0	4.791732660108155E-2	-1.174564562205202E-9	1.375260229782467E-2	-3.411533987603823E-10	8.43423107130935E-8	1	0	0	2.51401470936561E12	-3.739220104351495E12	1.901648831472991E10	1.1465607949451E4	6.767673994217742E3	-1.702659157498076E3	299.33 	42.95 	0.00 	22.81 	-3.431243662485914E-1	8.28284546030982E-1	4.429564087952129E-1	3.614973306611397E-1	-3.188127221696822E-1	8.76172430579523E-1	2.766057897460844E-5	-2.439521482195319E-5	6.704209409882422E-5
Charon	901	1.061744232879427E11	606	0.36	0.1	0.1	0	1.768443304420278E-4	1.113480857779768E-10	7.002220977437803E-5	1.237352287539835E-13	2.69707850525803E-10	1	0	0	-1.478405463523987E12	-4.183007625266631E12	8.75235041904621E11	5.124764052666226E3	-2.726200530144305E3	-1.090418163641831E3	132.99300000 	-6.16300000 	122.69500000 	153.29335198 	3.48696762620055E-1	7.389146569059076E-1	5.765550256028625E-1	-6.780173069077966E-1	6.235911227670901E-1	-3.891357644056642E-1	-7.71960008631437E-6	7.099928024587036E-6	-4.430524875684059E-6
Nix	902	1.800000000000000E6	1.86E1	0.36	0	0	0	9.77960606573484E-2	0	4.088436286265055E-2	0	0	1	0	0	-1.478401803806929E12	-4.182970984907939E12	8.75287481191706E11	5.35809227576882E3	-2.58890360459072E3	-1.276713858425051E3	350.00 	42.00 	0.00 	43.90 									
Hydra	903	2.249146225742025E6	1.92E1	0.36	0	0	0	1.104984088945168E-1	0	3.584906049500602E-2	0	0	1	0	0	-1.478367176880193E12	-4.182994052543642E12	8.75189343027954E11	5.186926815152674E3	-2.772580350755815E3	-1.272272566947902E3	257.00 	-24.00 	0.00 	10.31 									
Kerberos	904	9.000000000000000E4	6.E0	0.36	0	0	0	1.489483394833948E-1	0	6.500922509225089E-2	0	0	1	0	0	-1.478393099296077E12	-4.183020569321862E12	8.75193626471823E11	5.158331013144082E3	-2.758621488844034E3	-1.202474634199459E3	222.00 	72.00 	0.00 	127.92 									
Styx	905	3.60E4	5.2E0	0.36	0	0	0	1.407231920199501E-1	0	5.89152119700748E-2	0	0	1	0	0	-1.478368453838882E12	-4.18297225188396E12	8.7522718577253E11	5.245223388276901E3	-2.763306512798553E3	-1.359880101809354E3	196.00 	61.00 	0.00 	77.74 									
Ceres	A1	6.262888864440996e10	469.7	0.36	0	0	0	0.0304	0	0.00002	0	0	1	0	0	-3.570100662373838E11	1.18584740563177E11	6.929550945450044E10	-6.196623893677298E3	-1.8341937886422E4	5.778897626205636E2	291.42744000 	66.76033000 	170.65000000 	9.07417000 									
Pallas	A2	1.366587814596743e10	272.5	0.36	0	0	0	0.0760	0	0.0074	0	0	1	0	0	-1.269002145187613E11	2.469776167223269E11	-1.606206943314326E11	-2.031372344347663E4	-7.149846387895269E3	6.609605542505435E3	33.00000000 	-3.00000000 	38.00000000 	7.81332237 									
Juno	A3	1.92057070020259e9	123.298	0.36	0	0	0	0	0	0	0	0	1	0	0	5.640445668097423E10	-4.525671346873336E11	1.003603311660671E11	1.457339247448721E4	4.621486194644269E3	-1.624046438269477E3	270	68.5	0	7.21									
Vesta	A4	1.728823287917152e10	262.7	0.36	0	0	0	0.0859	0	0.0031	0	0	1	0	0	-2.035604567702674E11	-2.507159575799436E11	3.217971503643753E10	1.667424589680973E4	-1.283034245075665E4	-1.637610538849071E3	309.03100000 	42.23500000 	285.39000000 	5.34212825 									
Astraea	A5	1.442417216147142e8	53.3495	0.36	0	0	0	0	0	0	0	0	1	0	0	-3.227008072604496E11	-9.18445471364345E10	2.550094198090143E10	2.891696624427321E3	-2.090928001011188E4	1.372976859198861E3	270	68.5	0	16.806									
Hebe	A6	6.468776898076551e8	92.59	0.36	0	0	0	0	0	0	0	0	1	0	0	2.860920561186609E10	3.12418331975192E11	-6.722697861384884E10	-2.041205554668704E4	6.124746072675537E3	2.322611823638526E3	270	68.5	0	7.2745									
Iris	A7	1.139872323218411e9	99.915	0.36	0	0	0	0	0	0	0	0	1	0	0	-1.762246418062073E11	2.696819812019238E11	-2.12380551868816E10	-1.973641863635484E4	-7.617969401305013E3	-1.750802007665603E3	270	68.5	0	7.139									
Flora	A8	2.574428401230734e8	73.7455	0.36	0	0	0	0	0	0	0	0	1	0	0	-1.207739112513599E11	-3.482814325672291E11	2.44240123683623E10	1.726177462855094E4	-4.141634282571808E3	-1.50726082196889E3	270	68.5	0	12.865									
Metis	A9	6.498621956487137e8	95	0.36	0	0	0	0	0	0	0	0	1	0	0	-4.543071752939985E10	-3.976411230950802E11	-9.82577353143795E9	1.696213344833702E4	-1.500221450995143E3	-1.59809673725189E3	270	68.5	0	5.079									
Hygiea	A10	5.625147645385231e9	203.56	0.36	0	0	0	0	0	0	0	0	1	0	0	-3.56222408698683E11	-2.193653492451454E11	-2.66227653077126E10	1.058803824904485E4	-1.550819106537916E4	4.444288213836299E2	270	68.5	0	13.828									
Parthenope	A11	4.600805827239593e8	71.4435	0.36	0	0	0	0	0	0	0	0	1	0	0	-2.892514474181125E11	-2.314110046603484E11	2.984542058420514E10	1.317091379744666E4	-1.348160727432521E4	-2.298803591801559E2	270	68.5	0	13.7204									
Victoria	A12	1.472983750942645e8	57.5435	0.36	0	0	0	0	0	0	0	0	1	0	0	4.109777347617785E10	-2.736975551117452E11	2.784819981745047E10	2.317223898530181E4	5.742409165419479E3	2.334532006493931E3	270	68.5	0	8.6599									
Egeria	A13	5.108001295790743e8	101.318	0.36	0	0	0	0	0	0	0	0	1	0	0	1.774895005234958E11	3.198995024940804E11	3.285116705106441E10	-1.716985501221829E4	7.431620835492462E3	5.109110917831449E3	270	68.5	0	7.045									
Irene	A14	5.320744319074026e8	76	0.36	0	0	0	0	0	0	0	0	1	0	0	-5.256580827918005E10	3.661465017143385E11	1.184845116475004E10	-1.819955418605851E4	-5.82527034009319E3	2.856433509932705E3	270	68.5	0	15.028									
Eunomia	A15	2.023020987109829e9	115.8445	0.36	0	0	0	0	0	0	0	0	1	0	0	-3.881370808391964E11	1.73754736805928E11	-5.932392233827883E10	-8.95183997341981E3	-1.398510795370432E4	-2.868228414122665E3	270	68.5	0	6.083									
Psyche	A16	1.589658244170943e9	113	0.36	0	0	0	0	0	0	0	0	1	0	0	3.733283351374198E11	-8.39655196500412E10	-6.014450745363611E9	3.006276199993713E3	1.943235066503154E4	-9.94311973003417E2	270	68.5	0	4.196									
Thetis	A17	6.009119858775786e7	42.4495	0.36	0	0	0	0	0	0	0	0	1	0	0	-3.153865075774873E11	-1.241856105124788E11	3.206590951904009E10	9.62066576579626E3	-1.819463889168211E4	2.722393645344874E2	270	68.5	0	12.27048									
Melpomene	A18	2.160856423404599e8	69.797	0.36	0	0	0	0	0	0	0	0	1	0	0	-1.239684566492666E11	3.048394353409289E11	-3.668411444824343E10	-2.001345276271588E4	-3.048034068300827E3	2.229208768147352E3	270	68.5	0	11.57									
Fortuna	A19	5.559509238321835e8	100	0.36	0	0	0	0	0	0	0	0	1	0	0	-3.680060969496533E11	-2.109385002741563E11	-3.026626239462737E8	7.927658439692218E3	-1.420259667457366E4	4.453876524200732E2	270	68.5	0	7.4432									
Massalia	A20	2.56238735929811e8	67.84	0.36	0	0	0	0	0	0	0	0	1	0	0	-3.402095338522766E11	2.164033151492244E10	-2.082715434088047E9	-3.948682995991258E3	-1.993911898104633E4	1.974669719407542E2	270	68.5	0	8.098									
Lutetia	A21	8.86209348255793e7	47.88	0.36	0	0	0	0	0	0	0	0	1	0	0	4.00092898919317E8	-3.293018951189373E11	-2.818744828476087E9	2.083269343418762E4	2.819381738774101E3	-1.077789342609831E3	270	68.5	0	8.1655									
Kalliope	A22	3.949139740186856e8	83.768	0.36	0	0	0	0	0	0	0	0	1	0	0	1.415131837033707E11	-4.352494756369272E11	-7.449890033122783E10	1.47245998892986E4	6.616053480617427E3	-2.641188031523932E3	270	68.5	0	4.1483									
Thalia	A23	1.241097923734556e8	53.765	0.36	0	0	0	0	0	0	0	0	1	0	0	9.96739606916371E10	-4.594058973275035E11	-4.835957933476274E10	1.471144859660766E4	1.621794592962211E3	-2.314517045792452E3	270	68.5	0	12.312									
Themis	A24	5.879277528499308e8	99	0.36	0	0	0	0	0	0	0	0	1	0	0	4.292560067922528E11	-3.105182160315575E11	-6.66950903703015E9	8.64429118468824E3	1.190411853967103E4	6.032674111237078E1	270	68.5	0	8.374									
Phocaea	A25	1.460305835094776e7	30.527	0.36	0	0	0	0	0	0	0	0	1	0	0	1.268252532774795E11	3.657070697069485E11	-9.10694385023622E10	-1.418035751979011E4	7.881808222349093E3	-5.742524476137207E3	270	68.5	0	9.9341									
Proserpina	A26	7.988706699985374e7	47.4	0.36	0	0	0	0	0	0	0	0	1	0	0	-3.766004483830007E11	7.264088808580757E10	1.99954746535479E10	-2.125365748363648E3	-1.882070331863115E4	-7.186578998313496E2	270	68.5	0	13.11									
Euterpe	A27	1.148745653134767e8	48	0.36	0	0	0	0	0	0	0	0	1	0	0	1.151618309546774E11	-3.920006953845987E11	-2.262786125852211E9	1.553350266727357E4	5.515094679290245E3	-4.407206812929958E2	270	68.5	0	10.4082									
Bellona	A28	1.526822164292347e8	60.45	0.36	0	0	0	0	0	0	0	0	1	0	0	4.131569261006667E11	-2.227658875238293E11	-9.68256333863265E9	6.259105542469975E3	1.411426121568081E4	-2.505804358987395E3	270	68.5	0	15.706									
Amphitrite	A29	7.978007063587998e8	94.7795	0.36	0	0	0	0	0	0	0	0	1	0	0	3.233719485184186E10	3.529460471696221E11	3.795769460839599E10	-1.974512402540074E4	2.438456654347736E3	1.349822775491511E2	270	68.5	0	5.3921									
