#Name	ID	GM	Radius(km)	inertia	k2	k2r	td	J2	C21	C22	S21	S22	TidalDelayFactor	Geopotential	Ring	x	y	z	vx	vy	vz	alpha	delta	w	period(h)	xx	xy	xz	zx	zy	zz	wx	wy	wz
Urania	A30	2.558937577904525e7	46.3935	0.36	0	0	0	0	0	0	0	0	1	0	0	1.665119341819548E11	-3.110967060046469E11	-2.13329957941635E9	1.577842072747854E4	1.128625851301647E4	7.096603184031435E2	270	68.5	0	13.686									
Euphrosyne	A31	1.079371457703356e9	133.54	0.36	0	0	0	0	0	0	0	0	1	0	0	4.464649368757183E11	-4.870256672556076E10	-1.355125093403478E11	-3.393255307158007E2	1.54343758948015E4	6.626390702375336E3	270	68.5	0	5.53									
Pomona	A32	3.531605087430266e7	40.38	0.36	0	0	0	0	0	0	0	0	1	0	0	4.152314903703768E11	2.939795626009818E10	2.409825964819603E10	-7.343738553893333E2	1.700904543698814E4	-1.298146214911598E3	270	68.5	0	9.448									
Circe	A34	1.407893284438912e8	66.496	0.36	0	0	0	0	0	0	0	0	1	0	0	-2.762612808064945E11	2.301560580028132E11	-2.421384067887178E10	-1.259601806210056E4	-1.57102188244727E4	1.410159798942283E3	270	68.5	0	12.15									
Leukothea	A35	3.709392057084146e7	51.5275	0.36	0	0	0	0	0	0	0	0	1	0	0	-2.818760415869142E11	2.80301094732238E11	3.477197393227178E10	-1.063791256442989E4	-1.583796230871192E4	-2.353040520111018E3	270	68.5	0	31.9									
Atalante	A36	2.248527514310191e8	66.421	0.36	0	0	0	0	0	0	0	0	1	0	0	-2.211137976567352E11	-4.500110011485535E11	-1.515085623138094E11	1.301311506744094E4	-3.806041001111208E3	-1.151987904022189E3	270	68.5	0	9.93									
Fides	A37	1.088982208634159e8	54.175	0.36	0	0	0	0	0	0	0	0	1	0	0	-2.477601200038445E11	-3.909934193501324E11	-1.90314220255364E10	1.26702860504688E4	-8.83008820653424E3	-5.578518805888783E2	270	68.5	0	7.3335									
Leda	A38	3.662428436053832e7	46.1275	0.36	0	0	0	0	0	0	0	0	1	0	0	4.127548123346441E11	-8.6502130878881E8	4.533807720933523E10	-2.759595805288747E3	1.747611493435134E4	6.329246758209999E2	270	68.5	0	12.838									
Laetitia	A39	7.282549284515558e8	89.742	0.36	0	0	0	0	0	0	0	0	1	0	0	-2.894625105894324E11	-3.310365939510499E11	7.62254800564684E10	1.346059550943264E4	-9.7280731563948E3	6.869699632089779E2	270	68.5	0	5.138									
Harmonia	A40	1.677060234630483e8	55.6255	0.36	0	0	0	0	0	0	0	0	1	0	0	-2.216405126033658E11	-2.707955145522294E11	1.791477480560754E10	1.524324700383997E4	-1.164216760202735E4	-1.065454795925497E3	270	68.5	0	8.91									
Daphne	A41	5.406773284635917e8	102.7475	0.36	0	0	0	0	0	0	0	0	1	0	0	2.706341274975664E11	-2.611046464142638E11	7.139852488067448E10	1.673728096240678E4	9.15589640407344E3	-2.725510339737331E3	270	68.5	0	5.988									
Isis	A42	8.40249820621829e7	55.4985	0.36	0	0	0	0	0	0	0	0	1	0	0	-3.494488957807401E11	2.738358942942585E11	5.599459982436864E10	-9.13931541680351E3	-1.206626612210754E4	1.19619474520253E3	270	68.5	0	13.59									
Ariadne	A43	5.688371683591276e7	35.67	0.36	0	0	0	0	0	0	0	0	1	0	0	-3.501646085044132E10	3.827576895741529E11	-4.032076419699603E9	-1.686820251575038E4	-1.168533690753305E3	-1.01360346435493E3	270	68.5	0	5.76218									
Nysa	A44	3.641704643530788e7	35.32	0.36	0	0	0	0	0	0	0	0	1	0	0	-3.186620299303982E11	7.094212039193408E10	1.232536336853003E10	-6.79693469658711E3	-2.003925239546718E4	1.189823961011639E3	270	68.5	0	6.422									
Eugenia	A45	3.604720840867125e8	101.1635	0.36	0	0	0	0	0	0	0	0	1	0	0	-3.634084328556657E11	1.633522317520996E11	6.206839299276085E9	-6.152550359439807E3	-1.730499028644494E4	2.077761803854917E3	270	68.5	0	5.699									
Hestia	A46	3.719029041239941e8	65.7355	0.36	0	0	0	0	0	0	0	0	1	0	0	-3.63126235346449E11	2.32736743543722E11	-9.79957136182649E9	-1.014129883598569E4	-1.27217359267174E4	5.093340886753069E2	270	68.5	0	21.04									
Aglaja	A47	4.282345750835042e8	84.087	0.36	0	0	0	0	0	0	0	0	1	0	0	3.084730776733646E11	2.782477395285152E11	2.269704695733717E10	-1.031185522395274E4	1.483200002877789E4	1.346686917356788E3	270	68.5	0	13.178									
Doris	A48	8.55942519747718e8	108.2365	0.36	0	0	0	0	0	0	0	0	1	0	0	3.230955251085382E11	-3.607924870302834E11	4.387367195119049E10	1.140204479686795E4	1.132949962127958E4	-1.208802260633168E3	270	68.5	0	11.89									
Pales	A49	3.601745938480367e8	83.126	0.36	0	0	0	0	0	0	0	0	1	0	0	-7.701166987587715E10	3.879075280458533E11	2.008802453750392E9	-1.953304948484358E4	-4.534319245746963E1	-1.043690674042266E3	270	68.5	0	20.705									
Virginia	A50	4.065889173403422e7	42.037	0.36	0	0	0	0	0	0	0	0	1	0	0	2.822776181961662E11	-5.567621697296754E10	1.24274052344245E9	2.332329308373435E3	2.402315460683386E4	-1.196013791955885E3	270	68.5	0	14.315									
Nemausa	A51	2.509998277810118e8	69.0795	0.36	0	0	0	0	0	0	0	0	1	0	0	-3.147808794004791E11	1.052049802102963E11	-1.485147776454184E10	-6.243948654284375E3	-1.937501935697425E4	3.467760307700658E3	270	68.5	0	7.783									
Europa	A52	2.683035924282181e9	151.959	0.36	0	0	0	0	0	0	0	0	1	0	0	-4.113757060031164E11	1.297610664648466E11	3.105173607008616E10	-6.565187597228849E3	-1.678452401570708E4	2.054060257496608E3	270	68.5	0	5.6304									
Kalypso	A53	3.457632429475264e7	48.631	0.36	0	0	0	0	0	0	0	0	1	0	0	2.694588492411274E11	-3.67242012181224E11	1.236540712157855E10	1.129322786291248E4	1.066444737779149E4	-1.377841478114655E3	270	68.5	0	9.036									
Alexandra	A54	1.148735699107058e8	80.06	0.36	0	0	0	0	0	0	0	0	1	0	0	-4.296920934878651E11	2.145102657239752E10	-6.186911341385781E10	2.650504673919369E3	-1.656080662499134E4	-1.986855885400876E3	270	68.5	0	7.024									
Melete	A56	1.943486067403067e8	60.6665	0.36	0	0	0	0	0	0	0	0	1	0	0	2.907564604044817E11	-1.108703086901182E11	2.512646182188204E10	1.083486786354009E4	1.957596914598661E4	-2.333643194947366E3	270	68.5	0	18.147									
Mnemosyne	A57	3.351373925444388e7	56.295	0.36	0	0	0	0	0	0	0	0	1	0	0	3.864466884307434E11	1.639138080562723E11	-7.068848035373807E9	-8.04517482089807E3	1.612603648612411E4	-4.868236699474623E3	270	68.5	0	25.324									
Concordia	A58	8.0783540882179e7	53.2585	0.36	0	0	0	0	0	0	0	0	1	0	0	4.193083478633881E11	2.973400722945465E10	-1.431987928059183E10	-1.1633654663135E3	1.723536008797843E4	-1.415171326812302E3	270	68.5	0	9.895									
Elpis	A59	2.746636814577788e8	82.5595	0.36	0	0	0	0	0	0	0	0	1	0	0	9.44797785322441E10	3.568040707475613E11	-5.594406963584569E10	-1.836820663303434E4	6.67222104346524E3	-5.331548286498063E2	270	68.5	0	13.671									
Echo	A60	6.649286536860785e6	21.609	0.36	0	0	0	0	0	0	0	0	1	0	0	-1.613764099183192E11	-3.734215447972743E11	2.093028975489226E10	1.451477515564626E4	-8.46539305736901E3	7.080396500201603E2	270	68.5	0	25.208									
Erato	A62	6.823007380126883e7	53.4605	0.36	0	0	0	0	0	0	0	0	1	0	0	-2.513600122801917E11	3.672390403497449E11	-4.307838474702595E8	-1.61009672287675E4	-7.242310291152902E3	6.714320997293155E2	270	68.5	0	9.2213									
Ausonia	A63	1.282617244640147e8	58.022	0.36	0	0	0	0	0	0	0	0	1	0	0	3.391646321625426E11	-5.150689880813155E10	8.05721238283318E9	5.242579516764567E3	1.921086568198423E4	2.005889724876335E3	270	68.5	0	9.298									
Cybele	A65	9.38105756391514e8	118.63	0.36	0	0	0	0	0	0	0	0	1	0	0	-3.893878095284406E11	3.769002088312403E11	-1.145870048184376E10	-9.5887375365931E3	-1.179454890535213E4	9.09833413727513E2	270	68.5	0	6.0814									
Leto	A68	5.250231153370521e7	61.2545	0.36	0	0	0	0	0	0	0	0	1	0	0	-4.860579755517949E11	-4.516853770472444E10	4.303336724961667E10	2.201137645013886E3	-1.472472851268433E4	-1.682663449718745E3	270	68.5	0	14.848									
Hesperia	A69	5.029988614903576e8	69.065	0.36	0	0	0	0	0	0	0	0	1	0	0	-3.439463062820573E11	1.704615969009299E11	-3.037669184208335E10	-1.050073234611721E4	-1.665483468296722E4	2.358227455404818E3	270	68.5	0	5.655									
Panopaea	A70	5.47607196029384e7	63.9555	0.36	0	0	0	0	0	0	0	0	1	0	0	-4.045824488702409E11	1.707080867698968E11	8.49254350459261E10	-4.645086112713662E3	-1.523308030705532E4	-1.380079831507033E3	270	68.5	0	15.8052									
Niobe	A71	5.884486016394974e7	41.71	0.36	0	0	0	0	0	0	0	0	1	0	0	3.100832251230784E11	3.179169001401418E11	1.911081839281459E11	-1.085427794407163E4	1.039244773910015E4	1.531690556504674E0	270	68.5	0	35.864									
Feronia	A72	6.766292627217562e7	37.483	0.36	0	0	0	0	0	0	0	0	1	0	0	4.403144226389328E9	3.657059499150767E11	-3.029890147030522E10	-1.806615941038734E4	1.78218236961649E3	-9.59823578439483E2	270	68.5	0	8.097									
Galatea	A74	8.52648614493134e7	59.355	0.36	0	0	0	0	0	0	0	0	1	0	0	-4.208257750362965E11	-2.773985515570106E11	9.77425297409322E9	9.27568551871929E3	-1.105893678745426E4	9.45105195481368E2	270	68.5	0	17.268									
Eurydike	A75	2.602449341089717e7	31.1885	0.36	0	0	0	0	0	0	0	0	1	0	0	-4.668759219116156E11	2.334949131598045E11	2.025704406484998E10	-6.441282134280721E3	-1.158392144081768E4	-1.020243493227498E3	270	68.5	0	5.357									
Freia	A76	3.227544100349193e8	72.7115	0.36	0	0	0	0	0	0	0	0	1	0	0	5.103405236296682E11	-1.711708613963358E11	1.367372719702467E10	2.546473242444404E3	1.50041279450736E4	-4.653044433302407E2	270	68.5	0	9.973									
Frigga	A77	2.364623788868561e7	30.695	0.36	0	0	0	0	0	0	0	0	1	0	0	-4.043291291296503E11	-1.657592349997839E11	-6.577897681608543E9	4.851017505758555E3	-1.590978249034265E4	-6.805611710768612E2	270	68.5	0	9.0032									
Diana	A78	9.13480366931019e7	60.3	0.36	0	0	0	0	0	0	0	0	1	0	0	-5.442661683287946E10	-4.356006433659468E11	-6.314523284673116E10	1.546871158169862E4	-4.645985212651096E3	4.15252815006142E2	270	68.5	0	7.2991									
Eurynome	A79	2.163597539068257e7	31.7395	0.36	0	0	0	0	0	0	0	0	1	0	0	-1.586458263060776E11	-3.989192714664251E11	2.301488721630077E10	1.531151497935368E4	-4.566949612506382E3	8.87415335658443E2	270	68.5	0	5.978									
Sappho	A80	2.532651396590916e7	34.2815	0.36	0	0	0	0	0	0	0	0	1	0	0	-2.090875011275181E11	-3.049923527036703E11	1.625464119118715E10	1.662764206937866E4	-7.120167672469674E3	2.433399058745059E3	270	68.5	0	14.03									
Terpsichore	A81	5.677507115377879e7	58.8635	0.36	0	0	0	0	0	0	0	0	1	0	0	2.898934392362886E11	1.735611519211213E11	2.282221532565983E10	-1.233061615734525E4	1.764857780916477E4	2.470329268084749E3	270	68.5	0	10.943									
Alkmene	A82	1.717057595247026e7	28.8105	0.36	0	0	0	0	0	0	0	0	1	0	0	-7.083824072802988E10	-4.443878837686027E11	-1.827306872526819E10	1.53251495136786E4	-5.825643979023772E3	-5.878793534607977E2	270	68.5	0	12.999									
Beatrix	A83	8.27900526179789e7	55.2515	0.36	0	0	0	0	0	0	0	0	1	0	0	3.380448301618275E11	1.969314705577105E11	1.423998001295488E9	-9.20901222820083E3	1.497653670320636E4	1.527107507133123E3	270	68.5	0	10.111									
Klio	A84	3.361714355300736e7	39.58	0.36	0	0	0	0	0	0	0	0	1	0	0	2.315159621948986E11	-1.395471811505091E11	1.041904012828186E9	1.148666250209657E4	2.134496109513256E4	3.978122976215401E3	270	68.5	0	23.562									
Io	A85	3.772020840036984e8	77.395	0.36	0	0	0	0	0	0	0	0	1	0	0	2.838417027047588E11	2.202797622139301E11	-1.880343897293123E10	-9.32604247647136E3	1.72252564320762E4	-4.140782696204239E3	270	68.5	0	6.875									
Semele	A86	6.443655080403478e7	54.9645	0.36	0	0	0	0	0	0	0	0	1	0	0	-5.052372260274484E11	-2.432819236950045E11	4.128867019833415E10	5.568621979981672E3	-1.255618610816464E4	-5.203460262241736E2	270	68.5	0	16.634									
Sylvia	A87	2.168232073699692e9	126.5255	0.36	0	0	0	0	0	0	0	0	1	0	0	-2.927885839064471E9	5.313799426132418E11	2.96139122238007E10	-1.531000044649218E4	9.80226965683491E2	2.869764904750292E3	270	68.5	0	5.184									
Thisbe	A88	1.189807708812191e9	116	0.36	0	0	0	0	0	0	0	0	1	0	0	8.88248574323771E10	-3.41468747052495E11	4.447605813298696E9	1.963745316105831E4	6.570890239049243E3	1.853146571911087E3	270	68.5	0	6.042									
Julia	A89	2.55628113730257e8	72.7415	0.36	0	0	0	0	0	0	0	0	1	0	0	-3.478585853116372E11	-2.281177975218004E11	-1.186975033549105E11	1.073030246215234E4	-1.236127905650757E4	-6.112415816856819E1	270	68.5	0	11.387									
Antiope	A90	1.185295017019509e8	57.987	0.36	0	0	0	0	0	0	0	0	1	0	0	1.844406489190506E11	-3.540968931527193E11	-1.134920582285587E10	1.708303184989942E4	9.53959691909924E3	-5.059924397950741E2	270	68.5	0	16.509									
Aegina	A91	6.366685109693958e7	51.701	0.36	0	0	0	0	0	0	0	0	1	0	0	3.604170321574593E11	8.06167484292337E10	4.27459325634976E8	-6.020444118978037E3	1.835115820804701E4	7.082387968473671E2	270	68.5	0	6.025									
Undina	A92	9.06950490325976e7	63.21	0.36	0	0	0	0	0	0	0	0	1	0	0	3.877630100810681E11	1.942615817131674E11	-7.337139851488015E10	-6.999698253145091E3	1.656855105750594E4	5.959793014991287E2	270	68.5	0	15.941									
Minerva	A93	2.641999846202033e8	77.0775	0.36	0	0	0	0	0	0	0	0	1	0	0	3.086715239086961E11	-1.996876815337824E11	-3.35905440972622E10	1.242473405074972E4	1.537319754272613E4	2.160146310850815E3	270	68.5	0	5.982									
Aurora	A94	8.73493459985662e8	102.445	0.36	0	0	0	0	0	0	0	0	1	0	0	-4.007743330879114E11	-3.134114096162032E11	-4.099895030350459E10	9.21491445511103E3	-1.237074345456529E4	-1.795185727896267E3	270	68.5	0	7.22									
Arethusa	A95	2.064221724071239e8	73.9845	0.36	0	0	0	0	0	0	0	0	1	0	0	-1.963617621510113E11	-4.762464994938624E11	8.81125048466883E9	1.404532558983418E4	-4.365867563773706E3	3.344136454395305E3	270	68.5	0	8.705									
Aegle	A96	4.228962044581912e8	88.887	0.36	0	0	0	0	0	0	0	0	1	0	0	3.623106603660754E11	3.000428843340171E11	1.314299158418963E11	-1.157078365650237E4	1.08670105527437E4	4.129449396365487E2	270	68.5	0	13.868									
Klotho	A97	4.605074455591944e7	50.3585	0.36	0	0	0	0	0	0	0	0	1	0	0	-2.890916433281876E11	-3.924622742418935E11	9.74612899546574E10	1.08085142294423E4	-9.23382519075716E3	1.027236964936473E3	270	68.5	0	35.15									
Ianthe	A98	1.429069353769426e8	66.394	0.36	0	0	0	0	0	0	0	0	1	0	0	-2.247414468319623E11	2.338337598002946E11	5.880604758627792E10	-1.514098965337338E4	-1.502009074021144E4	-4.602450379405195E3	270	68.5	0	16.479									
Dike	A99	2.248980407752041e7	33.677	0.36	0	0	0	0	0	0	0	0	1	0	0	3.881870312730445E11	-9.46787004262318E10	-8.16591107614436E10	7.87118450831875E3	1.584756212884341E4	1.62474278809742E3	270	68.5	0	18.127									
Hekate	A100	3.834940727049948e7	42.867	0.36	0	0	0	0	0	0	0	0	1	0	0	4.040971086615653E11	1.035619529117769E11	-4.307195956158465E10	-2.367175000206135E3	1.838255897494793E4	-1.050756349141226E3	270	68.5	0	27.066									
Miriam	A102	3.261058206477277e7	41.2975	0.36	0	0	0	0	0	0	0	0	1	0	0	-1.84085015247587E11	3.783334374661225E11	-3.787978074929462E10	-1.680744974386204E4	-3.439677181779463E3	-5.186379162995804E2	270	68.5	0	23.613									
Hera	A103	5.773606323266874e7	41.954	0.36	0	0	0	0	0	0	0	0	1	0	0	-4.227466121954631E11	-5.76489744178054E10	3.159948349960357E10	3.37444630044485E3	-1.67925406744451E4	9.31498828350964E2	270	68.5	0	23.74									
Klymene	A104	1.979493769672257e8	68.2765	0.36	0	0	0	0	0	0	0	0	1	0	0	-4.711325109113401E11	-2.061811660936528E11	7.908016846007918E9	4.400994298000809E3	-1.472465436008846E4	-6.786038132216331E2	270	68.5	0	8.984									
Artemis	A105	6.300931934482508e7	47.432	0.36	0	0	0	0	0	0	0	0	1	0	0	2.926817776757165E11	-1.532118835374631E11	7.659685130050524E10	1.293568714872649E4	1.466467026156966E4	-4.961307671344324E3	270	68.5	0	37.15									
Dione	A106	2.661308373814276e7	88.35	0.36	0	0	0	0	0	0	0	0	1	0	0	-2.825193435020204E11	3.700330976562436E11	3.40357774824919E10	-1.507675263931666E4	-7.790073283047545E3	7.889542957549155E2	270	68.5	0	16.21									
Camilla	A107	1.443738403186601e9	105.185	0.36	0	0	0	0	0	0	0	0	1	0	0	-1.899992403033853E10	4.751057599848581E11	-8.326611100422E10	-1.70891203281482E4	-1.198798648241198E3	5.684256332287413E2	270	68.5	0	4.844									
Felicitas	A109	3.917206703789154e7	41.294	0.36	0	0	0	0	0	0	0	0	1	0	0	-4.406614645327596E11	-2.101351178177223E11	-2.548498973978015E10	3.380748809846608E3	-1.416132136263125E4	-1.982791136442849E3	270	68.5	0	13.191									
Lydia	A110	5.055905565413738e7	43.045	0.36	0	0	0	0	0	0	0	0	1	0	0	-4.639829469414414E10	4.176977897178259E11	2.781987914001287E10	-1.737761737508156E4	-6.860404589908532E2	1.487814586592142E3	270	68.5	0	10.927									
Ate	A111	5.689486761150371e7	63.172	0.36	0	0	0	0	0	0	0	0	1	0	0	2.75359426218277E11	-3.234009494041322E11	2.964558153154297E9	1.232665537313063E4	1.132254622041796E4	1.431644423394247E3	270	68.5	0	22.072									
Iphigenia	A112	1.368762079785646e7	34.909	0.36	0	0	0	0	0	0	0	0	1	0	0	2.885858040526784E11	1.558623831445817E11	1.355942053569916E10	-8.33334482906187E3	1.926303424922428E4	4.850606721288958E2	270	68.5	0	31.466									
Amalthea	A113	1.382230053854058e7	25.0685	0.36	0	0	0	0	0	0	0	0	1	0	0	-1.339358017947472E11	-3.029038378856238E11	2.453714639326081E10	1.838856133225446E4	-9.45707365763739E3	-8.8784409875648E2	270	68.5	0	9.95									
Kassandra	A114	1.116015209287317e8	47.089	0.36	0	0	0	0	0	0	0	0	1	0	0	2.282597276396139E11	3.310053411697127E11	-3.286029249225459E10	-1.609040672728824E4	8.10674527271088E3	-3.026523606706468E2	270	68.5	0	10.7431									
Thyra	A115	3.127534326627215e7	39.915	0.36	0	0	0	0	0	0	0	0	1	0	0	2.098022334787895E11	-2.841403117746306E11	-3.200930138979678E9	1.280646918149301E4	1.41029874239582E4	3.865795289533859E3	270	68.5	0	7.241									
Lomia	A117	3.944716843940499e8	104.487	0.36	0	0	0	0	0	0	0	0	1	0	0	1.032420723479755E11	-4.2975171372043E11	-1.069817850693874E11	1.640675795300672E4	3.85754114342311E3	1.836289482889802E3	270	68.5	0	9.127									
Peitho	A118	5.900805172632573e6	20.1055	0.36	0	0	0	0	0	0	0	0	1	0	0	3.45813804568905E11	-9.10515263381958E10	-4.319331984065503E10	1.927949661419201E3	1.908849919805176E4	1.552399883053602E3	270	68.5	0	7.8055									
Lachesis	A120	4.506961677992973e8	77.566	0.36	0	0	0	0	0	0	0	0	1	0	0	1.14228016508252E10	-4.456412388750543E11	-5.101875810910165E10	1.752101431225259E4	-4.732170885450278E2	6.216193109289069E2	270	68.5	0	46.551									
Hermione	A121	1.346702366638879e8	104.5	0.36	0	0	0	0	0	0	0	0	1	0	0	-4.715762917050798E11	-3.345644723323007E11	4.746684290178015E10	8.92482744352392E3	-1.09083061105236E4	-1.549129669371331E3	270	68.5	0	5.55128									
Alkeste	A124	6.315809576128119e7	44.324	0.36	0	0	0	0	0	0	0	0	1	0	0	5.169038731789724E10	-3.619310488474571E11	1.885176943089447E10	1.959178838427744E4	2.151655089713134E3	3.659998675652489E1	270	68.5	0	9.906									
Johanna	A127	1.110222312135311e8	61	0.36	0	0	0	0	0	0	0	0	1	0	0	3.607101366896661E11	-2.388738062285833E11	-5.691937089709199E10	9.02446012428277E3	1.422902363927695E4	1.076121617048663E3	270	68.5	0	12.7988									
Nemesis	A128	3.850155156837456e8	81.2575	0.36	0	0	0	0	0	0	0	0	1	0	0	3.566606758986053E11	2.395284871175015E10	-3.745729541837123E10	-1.943643421161861E3	2.021821549039232E4	7.259411011964768E2	270	68.5	0	77.81									
Antigone	A129	6.141763222417455e7	56.5	0.36	0	0	0	0	0	0	0	0	1	0	0	-3.776387593780726E11	3.911443169942222E10	4.999656428078048E10	2.027639540583859E3	-1.935187580013757E4	2.737131377872704E3	270	68.5	0	4.9572									
Elektra	A130	5.952679088486218e8	90.326	0.36	0	0	0	0	0	0	0	0	1	0	0	-5.147022953993597E11	1.4959488525174E11	6.938274298297543E10	-5.067739263609438E3	-1.231553868714784E4	5.500865830536585E3	270	68.5	0	5.225									
Aethra	A132	7.850454669065496e6	21.435	0.36	0	0	0	0	0	0	0	0	1	0	0	-6.094296616518077E10	-3.715965786878454E11	5.805892774167836E9	1.463216476414705E4	-9.74106568954063E3	7.580464268375238E3	270	68.5	0	5.1684									
Sophrosyne	A134	5.40043964812669e7	54	0.36	0	0	0	0	0	0	0	0	1	0	0	7.141507072913635E10	-4.080209500566482E11	-7.761558469739242E10	1.637684728204451E4	3.704911306964018E3	1.535729396857767E3	270	68.5	0	17.196									
Hertha	A135	6.510244611392406e7	39.62	0.36	0	0	0	0	0	0	0	0	1	0	0	-1.577505894322505E11	-2.995111178182953E11	-1.326183517728938E10	1.966207587510788E4	-5.855544229624873E3	-9.26459107702548E0	270	68.5	0	8.403									
Meliboea	A137	1.179144103692481e8	64.339	0.36	0	0	0	0	0	0	0	0	1	0	0	-4.952756354537051E11	2.341410367347982E11	-9.68510766612031E10	-4.790236582374981E3	-1.282183116229212E4	2.387350630507658E3	270	68.5	0	25.676									
Juewa	A139	4.152779547916841e8	75.558	0.36	0	0	0	0	0	0	0	0	1	0	0	4.669289822657032E11	1.033958063721005E11	1.656982591037276E10	-4.631625366696884E3	1.431501778593093E4	2.799276576291453E3	270	68.5	0	20.991									
Siwa	A140	1.500263796871979e8	54.895	0.36	0	0	0	0	0	0	0	0	1	0	0	-1.524965480871944E11	-3.161154892648848E11	1.333517872244148E10	1.99580512508389E4	-5.838802776051105E3	-9.64110566506964E2	270	68.5	0	34.445									
Lumen	A141	9.81705662755102e7	58.958	0.36	0	0	0	0	0	0	0	0	1	0	0	2.908258145260568E11	9.71232551803023E10	5.590470090496514E10	-7.405380279875333E3	2.132460087411054E4	2.353419067048839E3	270	68.5	0	19.87									
Adria	A143	1.120460534700555e8	47.6885	0.36	0	0	0	0	0	0	0	0	1	0	0	-2.304485917169968E11	-2.984135250762391E11	-7.489433454030533E10	1.524275913790498E4	-1.177773276253449E4	-7.428921632111401E2	270	68.5	0	22.005									
Vibilia	A144	1.827058754489946e8	71.19	0.36	0	0	0	0	0	0	0	0	1	0	0	-4.447133421970783E11	-1.952599158114651E11	3.258768224515443E10	6.759268565792897E3	-1.291297096784306E4	-8.02950522448031E2	270	68.5	0	13.819									
Adeona	A145	1.404634985423112e8	63.8915	0.36	0	0	0	0	0	0	0	0	1	0	0	2.073398583791906E11	3.047278233565153E11	-3.076966496484671E10	-1.689712492315444E4	8.99895999091287E3	4.133829346315331E3	270	68.5	0	15.071									
Lucina	A146	3.325321603049826e8	80.155	0.36	0	0	0	0	0	0	0	0	1	0	0	-3.78024509854044E11	5.383714811260216E10	8.8411410337863E10	-1.654910480040198E3	-1.871688481403383E4	-4.906472758549605E1	270	68.5	0	18.557									
Protogeneia	A147	1.114872082397047e8	66.465	0.36	0	0	0	0	0	0	0	0	1	0	0	-1.218925060857469E10	4.685232929153009E11	-6.0573277659869E9	-1.67959939622405E4	1.728014594944208E2	-5.315724160948585E2	270	68.5	0	7.8528									
Gallia	A148	1.239395949543756e8	48.875	0.36	0	0	0	0	0	0	0	0	1	0	0	2.753272498590147E11	-2.766942816957409E11	3.283299140288519E10	9.99738919982504E3	1.383524270543132E4	-8.06510531110979E3	270	68.5	0	20.664									
Nuwa	A150	1.206725387071961e8	59.564	0.36	0	0	0	0	0	0	0	0	1	0	0	1.406453066737945E11	3.95007845445912E11	-1.110317719203822E10	-1.634387923344024E4	8.12915441360327E3	-5.589397051293439E2	270	68.5	0	8.1347									
Bertha	A154	8.54943305689774e8	96.3055	0.36	0	0	0	0	0	0	0	0	1	0	0	5.030829447751874E11	-6.365423481952646E8	-1.175944454628076E11	1.324248608826526E3	1.46403135936912E4	4.199804495773841E3	270	68.5	0	25.224									
Xanthippe	A156	1.251634166803924e8	71.673	0.36	0	0	0	0	0	0	0	0	1	0	0	-9.93581906241217E10	-3.114780664616366E11	9.94807177650369E9	2.005263168311104E4	-8.54607204240234E3	3.732878679542654E3	270	68.5	0	22.132									
Aemilia	A159	8.62717215390282e7	62.618	0.36	0	0	0	0	0	0	0	0	1	0	0	2.961718107157297E11	-4.187168162947506E11	8.62393681682005E9	1.207464568085122E4	9.08319983473045E3	-1.607880791902532E3	270	68.5	0	24.476									
Una	A160	2.921549584808326e7	40.62	0.36	0	0	0	0	0	0	0	0	1	0	0	2.863251044753015E11	-2.976209924175397E11	-2.260713271389982E10	1.196644227931235E4	1.310705035660031E4	7.416732021406557E2	270	68.5	0	11.033									
Laurentia	A162	4.440579065797628e7	48.5105	0.36	0	0	0	0	0	0	0	0	1	0	0	4.598249292730124E11	1.716151296003577E11	-1.451383849708203E10	-7.602190212959629E3	1.361084817080165E4	1.653426633144336E3	270	68.5	0	11.8686									
Erigone	A163	6.055198202113691e7	40.7895	0.36	0	0	0	0	0	0	0	0	1	0	0	-3.326488703524151E11	-1.33846587311526E11	1.994339263580209E10	3.706631798083998E3	-1.875494112770419E4	1.379359658766839E3	270	68.5	0	16.136									
Eva	A164	1.204469906736864e8	50.127	0.36	0	0	0	0	0	0	0	0	1	0	0	-2.78549387456582E11	-3.449958603649914E11	8.8620813290758E10	1.327170209049844E4	-5.822179476206899E3	-6.475797460260874E3	270	68.5	0	13.66									
Loreley	A165	1.186437920867576e8	90.0415	0.36	0	0	0	0	0	0	0	0	1	0	0	2.111072312886297E11	4.334156263483631E11	8.19946580699933E10	-1.37511811475019E4	8.17774602215475E3	-1.418749691604393E3	270	68.5	0	7.226									
Sibylla	A168	3.716250282710092e8	72.683	0.36	0	0	0	0	0	0	0	0	1	0	0	2.771649218905609E11	-4.040064694211687E11	3.928069076340554E10	1.319592625249115E4	1.013732829397769E4	-2.439189919544045E2	270	68.5	0	47.009									
Ophelia	A171	1.357231725841864e8	65.404	0.36	0	0	0	0	0	0	0	0	1	0	0	-4.113132053418601E11	2.883685940499888E10	1.771084270086773E10	-1.960665661844753E3	-1.892772479972443E4	2.408353303401911E2	270	68.5	0	6.66535									
Baucis	A172	2.089418069942949e7	31.215	0.36	0	0	0	0	0	0	0	0	1	0	0	2.351697595989982E11	-2.105330306790767E11	-1.339498433499058E10	1.387206310262575E4	1.612166411550174E4	3.668343009954283E3	270	68.5	0	27.417									
